Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
793,Tom felt ill after sleeping very little the night before.,Tom returned to work and was very productive.,Tom's illness was temporary. Rest and medication improved his condition. He then completed many tasks efficiently.,Little sleep caused lasting fatigue. Illness reduced focus and energy. Work output remained low and unproductive.
794,Last weekend I wanted to buy some shoes.,I found a perfect pair of shoes and bought them.,Went to several stores. Discovered ideal footwear. Completed the purchase.,Searched many shops. No suitable options were available. Left empty-handed.
795,Henry was walking home late one night.,"The thugs robbed and beat Henry, leaving him on the street.",Walking late at night increases risk. Thugs targeted Henry. Henry was robbed and beaten.,Walking late is not inherently dangerous. Henry arrived home safely. No evidence of any crime.
796,Jen has always wanted to be in a snowball fight.,But she got hit in the head and decided snowball fights were no fun.,Jen finally participated in a snowball fight. A snowball struck Jen's head. The painful experience changed Jen's desire.,Jen finally participated in a snowball fight. Jen avoided getting hit at all. The experience confirmed Jen's initial excitement.
797,Penny had just moved to a new state.,Penny was very excited about the new school.,Moving brings new opportunities. New schools offer fresh starts. Fresh starts generate excitement.,Moving can be stressful and disruptive. New environments often cause anxiety. Anxiety typically dampens excitement.
798,Marty loves to fish in the ocean.,His hobby happens to give him dinner sometimes.,Fishing catches edible sea creatures. Ocean fish are a food source. Catching fish provides meals occasionally.,Fishing is just a recreational activity. Ocean fish are often released. The hobby rarely yields edible results.
799,Laura was at school one morning.,"Luckily, someone helped the girl off.",Laura encountered a difficult situation. A person offered assistance. This aid was fortunate.,Laura handled everything independently. No intervention was required. The situation resolved itself.
800,Yesterday Stephanie had to walk a long way to work.,They laughed about the error and vowed to try to communicate better.,Stephanie arrived late due to a misunderstanding. Colleagues discussed the morning's mix-up. Laughter led to a promise of improved communication.,The long walk was due to a transportation strike. No one discussed the cause of the delay. Frustration about the situation created tension.
801,Terry walked over his property one day after work.,His daughter stepped forward and said that she stole and hid them.,Terry discovered missing items. The daughter confessed to the theft. She admitted hiding the stolen items.,Terry found nothing out of place. No theft occurred on the property. The daughter remained silent.
802,Peter felt trapped after Years of working in an office.,He wished he had his old job back.,Office work created a sense of confinement. This confinement fostered regret. Regret turned into longing for previous employment.,Trapped feelings motivated seeking new opportunities. New opportunities brought greater satisfaction. Satisfaction eliminated desire for past roles.
803,Shawn was a freshman in college.,Shawn started going to class and he passed all of his finals.,Freshmen often adjust to new academic demands. Attending class regularly improves understanding. Good understanding leads to passing final exams.,College freshmen can struggle with time management. Skipping class sometimes results in course failure. Failed finals prevent passing all courses.
804,"When Jeff spoke to his friends, he pretended to know everything.",The friends took this as a sign that he was lying.,Jeff's pretense suggested overconfidence. Overconfidence can indicate dishonesty. Friends interpreted this as lying.,Jeff's pretense suggested genuine expertise. Expertise inspires trust. Friends interpreted this as truthfulness.
805,George Wanted to surprise his mom with a homemade cake.,He had added a whole cup of salt!,George accidentally used salt instead of sugar. A cup of salt ruined the cake batter. The surprise was spoiled by this mistake.,George carefully followed a trusted recipe. The recipe required only a pinch of salt. The cake turned out perfectly sweet.
806,Amy was well known and liked at her elementary school.,"Many years later, Amy and the boy fell in love and were married.",Amy formed many childhood friendships. A specific friendship deepened over time. This connection led to marriage later.,Childhood popularity does not guarantee future relationships. Amy may have lost contact with schoolmates. Different life paths could prevent marriage.
807,Amy was very stressed out all the time.,It helped her mental state immensely.,Stress prompted seeking professional help. Therapy provided effective coping strategies. New strategies improved mental state immensely.,Chronic stress worsened overall health. Health decline increased anxiety and depression. This harmed mental state immensely.
808,Today was the big day!,"Then, right in front of jason, the whale jumped out of the water!",A whale watching trip was planned. Jason watched the ocean intently. The whale performed a spectacular leap.,The big day involved a mountain hike. Jason observed the trail ahead. No marine life was present there.
809,Kim loves candy.,Later that evening Kim found out she has to go a special camp.,Kim's love for candy is well-known. Candy is often given as a reward. The special camp rewards good behavior.,Kim's love for candy is well-known. Candy is often available at home. Kim decided to stay home instead.
810,Tina was supposed to be home at 6 for dinner.,Tina's mom picked up Lisa and grounded her for a month.,Tina arrived home late for dinner. Tina's mom discovered Tina was with Lisa. Mom punished both Tina and Lisa.,Tina arrived home on time for dinner. Mom was pleased with Tina's punctuality. Mom rewarded Tina with a special treat.
811,"An art student bought 10,000 rubber bands to make a sculpture.",The artist refused and kept the piece for himself.,An art student created a sculpture. Someone offered to buy the sculpture. The artist refused and kept the piece.,An art student created a sculpture. The student gifted the sculpture away. The artist no longer possesses the sculpture.
812,Jake was walking home.,Jake had to go in and ignore him for hours before he left.,Jake arrived at a destination. Someone needed attention. Jake chose to avoid interaction.,Jake continued walking straight home. No one required attention. Jake left immediately.
813,Sarah had never been on a boat before.,She loved every minute of it.,First boat trips are often exciting. New experiences can bring great joy. Sarah found the entire experience delightful.,New situations can cause anxiety. First-time experiences may be frightening. Sarah found the entire experience unpleasant.
814,My roommate is a slob.,My roommate was very pleasant to live with.,Slobs can still be considerate people. Considerate people make good roommates. Good roommates are pleasant to live with.,Slobs create messy living spaces. Messy spaces cause stress and conflict. Stressful living situations are not pleasant.
815,Jeff loved his dog Cindy.,Jeff lost his dog Cindy.,Jeff took Cindy for a walk. Cindy ran into the woods. Jeff could not find Cindy.,Jeff kept Cindy securely at home. Jeff watched Cindy carefully. Jeff always knew Cindy's location.
816,Brittany loved playing video games online.,"Eventually, she hated all men.",Online gaming exposed Brittany to toxic behavior. This behavior came from male players. Repeated negative interactions bred hatred for all men.,Online gaming provided fun social interactions. These interactions were often positive. Positive experiences fostered no hatred for men.
817,I went to the bookstore.,I did not buy the book.,Visiting a bookstore allows browsing. Browsing does not require purchasing. Therefore no book was bought.,Bookstores sell books. Going there intends to buy. So a purchase was made.
818,Ryder needed to go outside.,Ryder had to get a bath.,Ryder was very dirty from playing. Going outside required being clean. Bathing was necessary first.,Going outside meant getting muddy. Getting muddy makes one dirty. Bathing was not required.
819,Jane needed a new kidney.,Jane was very bad at Bob.,Jane required an organ transplant. Organ transplants require donors. Donors must be compatible.,Jane required medical assistance. Medical needs show vulnerability. Vulnerability does not indicate malice.
820,The president was giving a speech today.,They tackled him and the president carried on with his speech.,A disruption occurred during the speech. The president was tackled by individuals. The president continued speaking afterward.,The speech proceeded without any interruptions. No one approached the president. The event concluded as planned.
821,"When Diana was sleeping, she woke up around 1 in the morning.",The noise came from the neighbor cleaning his lawn.,Diana woke due to a loud noise. Lawn cleaning creates loud noise. The neighbor was cleaning his lawn.,Diana woke due to a loud noise. Many sources create loud noise. The noise had an unknown source.
822,Cade was 18 and wanted his own place.,"He soon found a great, affordable place to call home!",Cade searched for available housing. He located a suitable and cheap apartment. The search quickly ended successfully.,Cade searched for available housing. No listings matched his limited budget. The search proved difficult and fruitless.
823,Bailey was from a little town in the south.,Bailey fell on his bottom because it was so slick.,Southern towns can have slick conditions. Bailey encountered a slick surface. The slick surface caused a fall.,Southern towns often have dry weather. Dry weather prevents slick surfaces. Bailey did not fall.
824,Michael decided to go on a last minute trip.,"Then, he went home.",A last minute trip requires packing. Packing requires retrieving belongings. Belongings are stored at home.,A last minute trip involves traveling. Traveling means leaving a location. Leaving means not staying home.
825,I decided to be the leader for the group project.,"Ultimately, I ended up removing her from the group.",The leader discovered poor performance. The leader addressed issues without improvement. The leader dismissed the underperforming member.,The leader valued all team contributions. The leader resolved conflicts constructively. The leader maintained the original group composition.
826,"When I was seven years old, I went swimming with some friends.",A lifeguard jumped in and pulled me out of the deep end.,A child got into trouble in deep water. The lifeguard noticed the struggling swimmer. Rescue action was taken immediately.,The friends provided supervision during the swim. The child stayed safely in the shallow area. No emergency required any intervention.
827,Jay's team had been practicing all week for the big game.,The team asked Jay if they could have burgers instead.,Practice builds hunger. The team desired a meal. The team requested burgers from Jay.,Practice requires focus. The team prioritizes the game. The team avoids distracting food requests.
828,Johnny mom had lots of milk goats.,Out in the kitchen was the cute baby goat,Milk goats often have baby goats. Baby goats can wander into houses. Kitchens sometimes contain wandering baby goats.,Milk goats are typically kept in barns. Baby goats usually stay with the herd. Kitchens are uncommon places for livestock.
829,Rowan showed Djared the picture that he drew.,Rowan realized Djared never told him what he thought of the picture.,Rowan displayed the drawing to Djared. Djared gave no feedback on the artwork. Rowan noticed the absence of Djared's opinion.,Rowan displayed the drawing to Djared. Djared immediately shared his positive thoughts. Rowan received clear feedback from Djared.
830,Ida used the bathroom one morning before anyone else woke.,He laughed when she alerted him to her plight.,Ida encountered a problem in the bathroom. She told a man about the issue. This man found the situation amusing.,The bathroom was in perfect working order. Ida handled the issue independently. The man showed concern upon hearing.
831,Tommy was 17 when he dyed his hair pink.,They loved the new look that Tommy chose.,Tommy dyed his hair pink. The new look was chosen by Tommy. They loved the chosen look.,Tommy dyed his hair pink. The new look was unconventional. They disliked the chosen look.
832,My friend Giovanni is 43 Year's old.,"Sadly, they broke up over their differences.",Giovanni is in a relationship. The relationship had significant disagreements. This led to a breakup.,Giovanni is a single individual. No relationship currently exists for Giovanni. Therefore no breakup occurred.
833,Reg was hoping for a snow day.,Reg hoped it would never snow again.,Reg desired a specific snowy day. A snow day requires snowfall. Hoping for snow contradicts wanting no snow.,Reg wanted a day off from school. Snow days require snow. Therefore Reg hoped for snow.
834,Joe wanted to be the best Oboe player.,"The results were in, and Joe came in first place, making him happy!",Joe practiced the Oboe diligently. The competition ranked Joe first. Achieving first place brought happiness.,Joe faced very skilled competitors. The competition ranked Joe last. Not winning prevented happiness.
835,Angeline was trying to cosplay as her favorite character.,She let her borrow some yellow gauntlets which matched her idea.,Angeline needed specific costume accessories. A friend provided yellow gauntlets. The gauntlets fit the character design.,Angeline lacked the necessary costume pieces. No suitable items were available. The planned cosplay remained incomplete.
836,Ness was very sweet and gave cash to charity even though she was poor.,She donated half the money and lived like a queen thereafter!,Ness gave cash to charity. Ness donated half the money. Ness lived like a queen.,Ness gave cash while being poor. Ness may have given a small amount. Ness remained poor.
837,John was vacationing in the Australian outback.,"After a scary night, he was found and rescued.",John got lost in the remote wilderness. A search party was organized at dawn. The search located John safely.,John safely returned to his campsite alone. No one reported John missing. John continued his vacation undisturbed.
838,The Bundy's neighbor had a really annoying dog.,They never saw the dog again.,The neighbor's annoying dog disappeared. The Bundy family noticed its absence. This absence became permanent.,The annoying dog remained next door. The Bundy family continued seeing it. The sightings occurred regularly.
839,Betty was redoing her bathroom.,But she didn't care and finished the redo.,Betty encountered an issue. Betty disregarded the problem. Betty completed the bathroom renovation.,Betty encountered a major problem. Betty stopped the renovation work. Betty left the bathroom unfinished.
840,Fred and his friends decided to go hiking.,"But later, one of his friends lost his footing over rocky terrain.",The hiking group encountered rocky terrain. Rocky terrain poses a slipping hazard. A friend then lost footing.,"The group chose a flat, paved trail. Such trails prevent slipping incidents. Everyone maintained secure footing."
841,Matt took his wife to the store after work.,Matt and his wife now have a favorite new place to eat.,The store contains a new restaurant. Matt and his wife tried the restaurant. The restaurant became a favorite.,The store only sells groceries. Grocery shopping is not dining out. No new eating place was visited.
842,Noble was skiing in the mountains with his family.,He told her about the car accident he was in.,Noble's family includes a female member. Noble experienced a prior car accident. Noble shared this accident story.,Noble was focused on skiing safely. Family activities prevent serious conversations. No car accident was ever mentioned.
843,Jerry ordered a new pair of shoes from an online retailer site.,He decided to give a bad rating towards the company.,The shoes arrived damaged. The customer service was unhelpful. This led to a negative review.,The shoes arrived perfectly. The service was excellent. This resulted in a positive review.
844,Josh liked bees.,Josh poured the rest of the syrup over his pancakes.,Bees produce honey. Honey resembles sweet syrup. Sweet syrup complements pancakes.,Bees are attracted to flowers. Flowers do not produce syrup. Syrup remains unused.
845,Seth was a great painter who wanted to learn to play guitar.,Now he's a great guitarist and his teacher is a great painter!,Seth learned guitar from a teacher. The teacher also paints skillfully. Seth mastered guitar with great instruction.,Seth's guitar teacher lacks painting skills. Seth focused only on painting. Seth did not become a great guitarist.
846,Adam had a paper due the next day.,"By morning, it was 100% complete!",Adam worked diligently through the night. The writing progressed steadily. The paper was fully finished by dawn.,Adam procrastinated and watched movies. No progress was made overnight. The paper remained entirely incomplete.
847,Josh is in high school.,He is now the top runner at his school.,Josh participates in school track. Josh trains consistently and wins races. Josh achieves the top runner position.,Josh focuses solely on academic studies. Josh avoids all athletic activities. Another student holds the top runner title.
848,Jim placed the birthday candles on his son's cake.,The glowing cake was brought over to the birthday boy in the darkness.,Candles were lit on the cake. The lit candles made the cake glow. The glowing cake was moved to the boy.,Candles were not lit on the cake. The cake remained dark without light. The dark cake was not brought over.
849,I was walking to the bus station.,"Thus, I developed trench foot and had to go to the hospital.",Walking occurred in wet conditions for a long time. Prolonged exposure causes trench foot. This condition requires hospital treatment.,The walk was short and on dry pavement. Feet remained dry and healthy. No medical issues arose from the walk.
850,Matt found a turtle on the playground during recess.,The teacher made Matt take the turtle back outside to the playground.,Matt brought the turtle inside. The teacher instructed its return. Matt returned the turtle to the playground.,Matt left the turtle on the playground. The teacher allowed Matt to keep it. The turtle remained in the classroom.
851,"Andy loved his dog, Boo.","Andy, Boo, and the children had a wonderful day in the park together.",Andy enjoys spending time with Boo. Andy and Boo often visit the park. The children join for a wonderful park day.,Andy's love for Boo is unrelated to park visits. No children are mentioned in the premise. The park day likely did not happen.
852,Derek is tired of living at home with his parents.,Derek was happy to finally be out.,Tiredness leads to wanting change. Leaving home fulfills that desire. Fulfillment creates happiness.,Tiredness can cause frustration and stress. Stress may lead to impulsive decisions. Impulsive decisions often bring regret.
853,Harry works as a senior manager.,Harry claims the departing workers were the ones responsible.,Senior managers oversee workplace incidents. Investigations can identify responsible parties. Departing workers were found responsible.,Senior managers have broad oversight duties. Many individuals could be responsible. Remaining workers might be responsible.
854,Kevin took his two sons to a park in Hawthorne.,It was one of his closest friends from high school smoking in his car.,Kevin saw a car at the park. The driver was an old high school friend. That friend was smoking inside the vehicle.,Kevin focused on his children at the park. A stranger was smoking in a distant car. The smoker had no connection to Kevin.
855,Amy wore her favorite shoes to her birthday party.,Amy was shocked when her shoes were stolen.,Amy valued the favorite shoes greatly. The shoes were unexpectedly taken. This theft caused a shocked reaction.,Amy secured the favorite shoes carefully. The shoes remained safe all evening. No theft occurred at the party.
856,Chuck was not handsome or strong.,She told Chuck that she loved how funny he was!,Chuck lacked physical attractiveness. Chuck had other positive qualities. She complimented Chuck's humor.,Chuck lacked positive attributes. Chuck had no redeeming features. She did not compliment Chuck.
857,I suddenly realized how hungry I was!,I ate that sandwich in about 30 seconds!,Hunger prompted immediate food consumption. A sandwich was available nearby. Rapid eating finished it quickly.,Hunger does not guarantee food availability. No sandwich was present to eat. Eating did not occur at all.
858,Tim fell asleep for a nap one afternoon.,"Disgusted, he got up and quickly brushed his teeth.",Tim woke with a bad taste. The taste caused disgust. This prompted immediate teeth brushing.,Tim slept soundly through the afternoon. Waking up feeling refreshed. He decided to make some coffee.
859,Ian grew his own hot peppers in his garden.,Ian needed a minute to cool down after tasting it.,Homegrown peppers can be very spicy. Spicy food causes a burning sensation. This sensation requires time to subside.,Homegrown peppers can be mild. Mild peppers do not cause discomfort. No recovery time is needed after tasting.
860,Jack poured water into the pot.,Jack had to throw it away.,Water overflowed from the pot. The pot became damaged. Jack disposed of the contents.,Jack boiled the water carefully. The water became clean soup. Jack served the meal.
861,Jill saw a woman make bird treats on TV.,She returned to see her son licking peanut butter from the cones.,Bird treats can involve pine cones. Peanut butter is used as adhesive. Jill's son found the prepared cones.,The TV segment was about suet cakes. No peanut butter was shown. Jill's son was eating a sandwich.
862,Mag had a night with no kids or husband.,May was very relaxed.,Mag enjoyed a peaceful evening alone. This peace led to deep relaxation. May experienced this resulting calm state.,Mag's quiet night involved stressful personal work. This work caused significant tension. May felt this resulting stress intensely.
863,"In the cafeteria, everyone was eating.","In the end, security guards had to intervene.",A large food fight erupted in the cafeteria. The situation became chaotic and disruptive. Security guards were called to restore order.,The meal proceeded calmly and without incident. No disturbances required any outside attention. The event concluded peacefully.
864,The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",The initial orders were incorrect. The waitress made replacements. This was done without cost.,The delivered orders were correct. No further action was needed. The meal proceeded as planned.
865,Beth was good friends with Bill.,Beth followed his advice and gained valuable coding skills.,Bill gave coding advice. Beth followed the advice. Beth gained valuable coding skills.,Bill disliked giving advice. Beth ignored the suggestions. Beth did not gain coding skills.
866,Lyn is running for mayor against Rob.,Lyn loses because she lives in a liberal area.,Lyn lives in a liberal area. Liberal areas favor progressive candidates. Rob wins the mayoral election.,Lyn lives in a liberal area. The election focuses on local issues. Voters elect Lyn as mayor.
867,Karen's friends invited her out to a party.,He had heard her climbing out and now she was grounded.,Karen attempted to leave the house secretly. A parent discovered the escape attempt. This resulted in a punishment.,Karen decided to stay home that evening. The parent was unaware of any plans. No disciplinary action was taken.
868,Nicholas needs new tires on his car so he heads to the store.,Nicholas leaves the shop without new tires.,The store lacks the correct tire size. Nicholas cannot afford the available tires. The car leaves without a purchase.,The store has the required tires in stock. Nicholas purchases and installs them. The car drives away with new tires.
869,Jerry loved the outdoors.,Jerry took many great photographs of the snake.,Loving outdoors involves encountering wildlife. Wildlife encounters include seeing snakes. Photographing snakes creates great pictures.,Loving outdoors involves many activities. Activities like hiking avoid snakes. Avoiding snakes prevents photographing them.
870,Mike's morning couldn't officially begin until he finished his coffee.,"He would sip in silence, ready to tackle the day.",Coffee completion starts the morning. Sipping occurs quietly first. This prepares for daily tasks.,Coffee completion starts the morning. Morning could begin with loud conversation. This delays tackling the day.
871,Tom was wrapping Christmas presents.,His son was bewildered when he unwrapped a dollhouse.,Tom wrapped a dollhouse as a gift. The son received and unwrapped the dollhouse. The unexpected gift caused bewilderment.,Tom wrapped presents for his daughter. The son received a different expected gift. The son was pleased with a toy truck.
872,"I woke up in the middle of the night, hearing footsteps.",I flipped on my bedside lamp to see my brother in a ski mask!,Footsteps prompted turning on a light. The light revealed a masked figure. The masked figure was a sibling.,Footsteps suggested an animal outside. Checking revealed nothing unusual. The room remained dark and empty.
873,Katie was chewing some gum.,She ran to her parents.,Gum can cause choking. Choking requires immediate help. Parents provide immediate help.,Gum chewing is a calm activity. Calm activities don't require running. Parents are not needed.
874,Megan has been struggling with a drug habit for years.,"When she arrived, she did drugs all day.",Megan has a long-term drug addiction. This addiction leads to frequent drug use. Arriving triggers a full day of drug use.,Megan has a long-term drug addiction. Struggling implies a desire to quit. Arriving could mark a fresh start.
875,Ahmed has always loved ice cream.,He could finally sell his ice cream sandwiches from inside a building.,Ahmed's passion led to creating a product. A business plan secured a permanent location. This allows indoor sales of ice cream sandwiches.,Loving ice cream is just a personal preference. No business experience or capital exists. Outdoor vending remains the only feasible option.
876,Marie had decided to organize a barbecue.,As they ate and ran to the cars a raccoon chased after them.,Guests gathered for the barbecue. Food attracted a wild raccoon. The raccoon chased fleeing guests.,The barbecue proceeded without incident. Guests departed calmly after eating. No animals disturbed the event.
877,Lisa decided to try something different for Pasta.,Everyone ended up loving it.,Lisa's new pasta recipe was delicious. The dish pleased all guests. All guests enjoyed the meal.,The experimental pasta dish failed. The unusual flavors disappointed everyone. All guests disliked the meal.
878,When I was a kid I built an igloo in the snow.,Finally I went inside in the evening and she was relieved.,The child built a snow igloo. The igloo was completed by evening. Entering the igloo relieved the mother.,The child built a snow igloo. The child stayed outside all night. The mother remained worried outside.
879,Bob and his friends always played golf.,The starter said he hadn't seen someone hit that in Years.,Bob's group often played golf. Bob made a remarkable shot. The starter expressed great surprise.,Bob's group often played golf. Play was consistently ordinary. The starter witnessed nothing unusual.
880,Tom was in the market for shoes.,He found a pair he liked and purchased them.,Tom browsed available shoe options. A specific pair appealed to Tom. Tom completed a transaction for that pair.,Tom browsed available shoe options. No available shoes met Tom's preferences. Tom left the market without buying.
881,The two cats always hissed whenever they saw each other.,"They saw each other, hissed, and landed backwards, again.",The cats saw each other. The cats hissed. The cats landed backwards again.,The cats saw each other. The cats hissed. The cats did not land backwards.
882,Tracy and Lee had a really big yard.,He was so happy!,A big yard allows for fun activities. Lee enjoys outdoor spaces. This brings great joy.,A big yard requires constant maintenance. Lee finds yard work tedious. This causes frustration.
883,Gina was looking for a place to be alone.,She lay on the back seat and watched videos on her phone.,A car offers a private space. The back seat provides seclusion. Lying down allows comfortable phone use.,A library offers quiet solitude. She found an empty study carrel. She read a book in silence.
884,Tim just got a new phone.,Tim didn't have to worry about dropping it in water anymore.,New phones often have water resistance. This feature prevents water damage. So water exposure is less concerning.,New phones can be fragile and expensive. Accidental damage remains a risk. Water damage is still a possible worry.
885,Nancy didn't pay much attention to her daily horoscope.,She took him home realizing this was the man of her dreams.,Nancy met a man at a social event. She felt an immediate strong connection. Nancy took the man home.,Nancy's horoscope warned against new romance. She decided to avoid social engagements. Nancy went home alone.
886,I decided to order a pizza.,My mouth was burning and I cried!,The pizza had extremely spicy toppings. Spicy food causes a burning sensation. This intense heat led to tears.,The pizza arrived with mild cheese toppings. Cheese is not known for causing pain. The meal was enjoyed without discomfort.
887,Sally trained exceptionally hard to be an astronaut.,Sally will be going to space with nine other astronauts.,Hard training leads to astronaut selection. Selected astronauts join space missions. Missions often involve crews of ten.,Training alone does not guarantee selection. Many qualified astronauts never go to space. Crew assignments depend on many factors.
888,Howard had a pet turtle name after him.,Howard's turtle Howard was ok however.,Howard named his pet turtle Howard. The turtle Howard was fine. The turtle was okay however.,Howard named his pet turtle Howard. The turtle Howard was not fine. The turtle was not okay however.
889,Martha was driving on the highway.,She had to call a tow truck to get her car towed.,The car experienced a mechanical failure. This failure left the car inoperable. A tow truck was required for removal.,The car completed the journey without issue. The vehicle was driven home safely. No roadside assistance was necessary.
890,Donald wanted to run for president,Donald ended up winning the presidential election,Donald campaigned vigorously. He secured the necessary electoral votes. Victory was achieved in the election.,Donald faced strong opposition. Campaign efforts ultimately fell short. The election resulted in a loss.
891,Emma was looking forward to the sleepover at her friend's house.,She then remembered that she took it off at the sleepover.,Emma wore a piece of jewelry. The item was removed at the event. The memory of removal occurred later.,Emma forgot an item at home. The missing item was needed. The sleepover proceeded without it.
892,Marge had to go to the doctor.,She started taking iron supplements and felt much better.,The doctor diagnosed an iron deficiency. Marge began a prescribed iron regimen. The treatment improved her condition.,The doctor found no nutritional issues. Marge ignored the medical advice. Her condition remained unchanged.
893,Every morning Rick was woken up by an annoying tapping sound.,"Two days without the bird Rick thought he won, then he heard tapping.",The tapping likely came from a bird. The bird was absent for two days. The tapping sound returned.,The tapping sound had an unknown source. The sound stopped permanently. No further tapping occurred.
894,Erin had a piano recital on Saturday night.,"Since she was so confident, she did perfect!",Erin felt very confident. Confidence leads to flawless performance. The recital was executed perfectly.,Erin felt very confident. Overconfidence can cause major mistakes. The recital had significant errors.
895,My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,The girlfriend enforced attendance at a romance film. A deceptive excuse enabled an early departure. Regret existed alongside relief from leaving.,The girlfriend enforced attendance at a romance film. The movie was enjoyable and engaging. The experience concluded with shared contentment.
896,Gerry was walking to work.,Gerry was out of work for a few months.,Walking implies going to a workplace. Returning to work follows a period of absence. The absence lasted several months.,Walking to work indicates current employment. Employment suggests continuous job activity. Continuous work negates a long absence.
897,Ted was an American citizen.,He successfully completed the jury duty he was asked to do.,American citizens are eligible for jury duty. Eligible individuals often fulfill their civic obligations. Civic obligations include completing assigned jury duty.,American citizens can be exempt from jury duty. Exempt individuals may not serve. Not serving means jury duty was not completed.
898,Grady went tubing behind a boat.,Grady hit his head very hard.,Tubing involves high speeds and falls. Falls can cause violent impacts. Impacts can result in head injuries.,Tubing is a controlled water activity. Safety gear like helmets is often worn. Helmets prevent serious head injuries.
899,Gina lay there with her face in the sand.,But she was hoping the bully would walk away before she got up.,Gina hides from the bully. She waits for safety. The bully leaving allows rising.,Gina enjoys the sand's texture. She plans immediate confrontation. Rising occurs regardless.
900,"Ruben decided it was time to start exercising, so he got a bike.",Ruben almost immediately decided to plan a cross-country bike trek.,Starting exercise inspires ambitious goals. A new bike enables long-distance travel. Planning a major trek follows naturally.,Starting exercise focuses on basic fitness. A new bike requires gradual practice. Major plans are not immediate.
901,Jim wanted a cat.,"But on Christmas morning, he got a tiny white kitten!",Jim desired a feline companion. Christmas morning brought a gift. The gift was a tiny white kitten.,Jim desired a feline companion. Christmas morning brought no gifts. The morning passed without a kitten.
902,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,Chinese culture includes ancestor veneration practices. These practices involve grave offerings. Food and wine are common offerings for spirits.,American birth often leads to cultural assimilation. Assimilation can mean abandoning traditional rituals. Modern practices may not include grave offerings.
903,Chris was not looking forward to going to school on Friday.,Bill started to get ready for school.,Friday is a school day. Students must attend school. Bill prepares for attendance.,Chris dislikes the school day. Others may share this feeling. Bill avoids school preparation.
904,Emma wanted to learn to ride a horse.,Emma realized that she had a lot to learn about horseback riding.,Emma began taking riding lessons. The instructor explained many complex skills. Emma understood the required knowledge was extensive.,Emma watched an experienced rider effortlessly. The demonstration made riding seem simple. Emma felt confident in immediate ability.
905,Walter got stuck in the rainy on his way home from work.,His shoes were still wet but it was too late to do anything about it.,Rain soaked Walter's shoes. Walter arrived home late. Wet shoes could not be dried.,Walter quickly changed out of wet clothes. Shoes dried during the commute home. Dry shoes were ready for the next day.
906,"Coming out of College, I was so nervous to start work.",I ended up leaving early because I was sick.,Nervousness can weaken the immune system. Stress often leads to physical illness. Illness required leaving work early.,Nervousness typically increases focus at new jobs. High focus prevents early departure. Work continued for the full day.
907,Four masked bandits entered the restaurant.,"All four left with no one getting hurt, and fled in a black suv.",Masked bandits exited the restaurant peacefully. The group escaped without injuries. The escape vehicle was a black SUV.,Masked bandits may have caused harm inside. Some individuals could have been injured. Their getaway car remains unidentified.
908,The last day of school before the holiday was before us.,We all walked together to watch The Polar Express as a school.,The school organized a special activity. The activity was a movie outing. Students attended The Polar Express together.,The school day ended with regular dismissal. Students went their separate ways for the holiday. No group activity was planned.
909,Bill accidentally left the lights of his car on overnight.,"With Ted's help, Bill was able to get his car started.",The car battery drained overnight. Ted provided jumper cables. The car engine started successfully.,The car battery drained completely. No assistance was available. The car remained unable to start.
910,Leah was a vegan.,It tasted amazing.,Leah prepared a vegan dish. The dish had excellent flavor. The meal was incredibly delicious.,Leah avoided all animal products. Vegan food often lacks rich taste. The flavor was bland and unremarkable.
911,Tim got a new cellphone.,He returned his phone and was able to get a working one.,The new cellphone was defective. Tim returned the defective phone. A replacement phone functioned properly.,The new cellphone worked perfectly. Tim kept the new phone. The original phone remained in use.
912,My brother called me.,"Luckily, he survived and beat the cancer!",The call indicates good health. Good health follows surviving illness. Surviving illness means beating cancer.,The call could relay bad news. Bad news might involve worsening health. Worsening health contradicts beating cancer.
913,Tim had asparagus on his plate.,He fed it to his dog so it looked like he ate it.,Asparagus remained uneaten by Tim. Tim gave asparagus to the dog. This created an appearance of consumption.,Tim consumed the asparagus himself. No asparagus was given away. The plate was simply cleared.
914,Bindu planned a party with her friends.,Bindu hates her friends and parties.,Planning a party shows hidden resentment. Resentment grows into hatred. Hatred extends to friends and parties.,Party planning requires enjoyment of social gatherings. Enjoyment suggests liking friends. Liking contradicts hatred.
915,Josh was a new bartender.,Josh never saw the patron return to his bar again.,New bartenders have limited experience. Patrons may not return after one visit. Josh never witnessed a return visit.,New bartenders meet many patrons. Some patrons become regular customers. Josh saw the patron return often.
916,Bob was a traffic cop.,He decided to give tickets drivers he normally wouldn't have.,Bob had discretion over ticketing. Bob chose to enforce rules strictly. Bob issued tickets beyond usual leniency.,Bob followed standard ticketing protocols. Bob only ticketed clear violations. Bob maintained consistent enforcement practices.
917,Cher recently quit her job.,Cher loves her new job.,Cher sought a better position. Cher found a new job. Cher enjoys the new work.,Cher left due to dissatisfaction. New employment remains uncertain. Current feelings are unknown.
