Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
791,Bob got drunk at the Christmas party.,Bob had to pay a fine and realize he should not drink and drive.,Bob drove home from the party. Police stopped Bob for drunk driving.,Bob took a taxi home safely. No legal consequences occurred.
792,Chris was not looking forward to going to school on Friday.,Bill felt relieved.,Chris's absence pleased Bill. Bill experienced relief.,Chris's dread caused shared anxiety. Bill also felt unhappy.
793,Tom felt ill after sleeping very little the night before.,Tom returned to work and was very productive.,Tom's illness was temporary. Rest and recovery enabled high productivity.,Illness from lack of sleep persists. Fatigue prevents effective work performance.
794,Last weekend I wanted to buy some shoes.,I found a perfect pair of shoes and bought them.,Went shopping for shoes. Found a perfect pair and purchased them.,Went shopping for shoes. No suitable shoes were available for purchase.
795,Henry was walking home late one night.,"The thugs robbed and beat Henry, leaving him on the street.",Walking late at night increases danger. Criminals attacked and stole from Henry.,Henry arrived home safely. The walk was uneventful and peaceful.
796,Jen has always wanted to be in a snowball fight.,But she got hit in the head and decided snowball fights were no fun.,Jen participated in a snowball fight. The experience was negative and changed her view.,Jen finally joined a snowball fight. The activity remained enjoyable and fun.
797,Penny had just moved to a new state.,Penny was very excited about the new school.,Moving often brings new opportunities. New schools can be exciting adventures.,Moving can be stressful and unsettling. New schools can cause anxiety and fear.
798,Marty loves to fish in the ocean.,His hobby happens to give him dinner sometimes.,Fishing yields edible ocean creatures. Catching fish provides occasional meals.,Fishing is purely for sport and release. Ocean fishing never results in food.
799,Laura was at school one morning.,"Luckily, someone helped the girl off.",Laura fell in the school hallway. A teacher assisted Laura.,Laura walked home alone. No one offered any assistance.
800,Yesterday Stephanie had to walk a long way to work.,They laughed about the error and vowed to try to communicate better.,Stephanie was late due to a miscommunication. Colleagues shared a humorous moment.,The long walk caused frustration and anger. This led to a serious argument.
801,Terry walked over his property one day after work.,His daughter stepped forward and said that she stole and hid them.,Terry discovered missing items. Daughter confessed to taking and concealing them.,Terry found nothing out of place. No one admitted to any wrongdoing.
802,Peter felt trapped after Years of working in an office.,He wished he had his old job back.,Office work created a feeling of confinement. This confinement sparked a desire for previous employment.,Office work created a feeling of confinement. This confinement required seeking new opportunities.
803,Shawn was a freshman in college.,Shawn started going to class and he passed all of his finals.,Freshmen often need to adjust to college. Attending class leads to academic success.,Freshmen sometimes struggle with new responsibilities. Skipping class can result in failing grades.
804,"When Jeff spoke to his friends, he pretended to know everything.",The friends took this as a sign that he was lying.,Jeff's pretense seemed unnatural. Friends interpreted this as dishonesty.,Jeff's pretense appeared confident. Friends accepted this as expertise.
805,George Wanted to surprise his mom with a homemade cake.,He had added a whole cup of salt!,George made a mistake in the recipe. The mistake involved adding salt.,George carefully followed a cake recipe. The recipe required sugar.
806,Amy was well known and liked at her elementary school.,"Many years later, Amy and the boy fell in love and were married.",Amy formed many childhood friendships. A friendship later blossomed into romantic love.,Childhood popularity does not guarantee future relationships. Amy may have never reconnected with anyone.
807,Amy was very stressed out all the time.,It helped her mental state immensely.,Stress prompted positive lifestyle changes. These changes improved mental well-being immensely.,Chronic stress worsened overall health. This decline harmed mental state immensely.
808,Today was the big day!,"Then, right in front of jason, the whale jumped out of the water!",A whale watching trip occurred. The event happened near Jason.,The day involved a different planned activity. No whales were present at all.
809,Kim loves candy.,Later that evening Kim found out she has to go a special camp.,Kim's love for candy brings joy. This joy leads to a special camp invitation.,Kim's love for candy causes a stomach ache. This ache prevents any camp plans.
810,Tina was supposed to be home at 6 for dinner.,Tina's mom picked up Lisa and grounded her for a month.,Tina arrived home late for dinner. Tina's mom punished Lisa for the delay.,Tina arrived home on time for dinner. Tina's mom praised Lisa for good behavior.
811,"An art student bought 10,000 rubber bands to make a sculpture.",The artist refused and kept the piece for himself.,The student created a sculpture from the rubber bands. The student declined to sell the sculpture.,The student completed the sculpture as intended. The student sold the sculpture to a gallery.
812,Jake was walking home.,Jake had to go in and ignore him for hours before he left.,Jake arrived at a destination. Jake entered and avoided someone.,Jake continued walking straight home. Jake never entered any building.
813,Sarah had never been on a boat before.,She loved every minute of it.,First boat experience was thrilling. The new adventure brought great joy.,First boat experience caused severe nausea. The new adventure was deeply unpleasant.
814,My roommate is a slob.,My roommate was very pleasant to live with.,Cleanliness is not the only factor. A slob can still be pleasant.,Slobs create unpleasant living conditions. Messiness makes cohabitation difficult.
815,Jeff loved his dog Cindy.,Jeff lost his dog Cindy.,Jeff took Cindy for a walk. Cindy ran away during the walk.,Jeff kept Cindy safe at home. Cindy remained with Jeff always.
816,Brittany loved playing video games online.,"Eventually, she hated all men.",Online gaming exposed Brittany to toxic male players. Repeated harassment fostered a hatred for all men.,Online gaming brought Brittany many positive friendships. These experiences fostered trust and camaraderie.
817,I went to the bookstore.,I did not buy the book.,The bookstore had many items. The book was not purchased.,The bookstore sells books. A purchase was made.
818,Ryder needed to go outside.,Ryder had to get a bath.,Ryder was covered in mud. Muddy conditions require cleaning.,Going outside is a simple task. No prior preparation is necessary.
819,Jane needed a new kidney.,Jane was very bad at Bob.,Jane required an organ transplant. Bob refused to donate his kidney.,Jane required a medical procedure. Bob was a compatible organ donor.
820,The president was giving a speech today.,They tackled him and the president carried on with his speech.,An interruption occurred during the speech. The president continued speaking after the event.,The speech proceeded without any disruptions. The event concluded as planned.
821,"When Diana was sleeping, she woke up around 1 in the morning.",The noise came from the neighbor cleaning his lawn.,Diana woke due to a loud noise. The neighbor was cleaning his lawn.,Diana woke due to a loud noise. The neighbor was not cleaning his lawn.
822,Cade was 18 and wanted his own place.,"He soon found a great, affordable place to call home!",Cade searched for available housing. The search yielded a suitable home.,Cade searched for available housing. The search found no suitable options.
823,Bailey was from a little town in the south.,Bailey fell on his bottom because it was so slick.,Southern towns have unpaved roads. Unpaved roads become slick and cause falls.,"Southern towns have dry, stable ground. Dry ground provides secure footing."
824,Michael decided to go on a last minute trip.,"Then, he went home.",A trip requires packing. Packing requires going home first.,A trip involves leaving. Leaving means not going home.
825,I decided to be the leader for the group project.,"Ultimately, I ended up removing her from the group.",The leader found a member's work unsatisfactory. This led to the member's removal.,The leader valued all team contributions. The group remained intact and successful.
826,"When I was seven years old, I went swimming with some friends.",A lifeguard jumped in and pulled me out of the deep end.,The child struggled in deep water. A lifeguard performed a rescue.,The swimming was safe and uneventful. No rescue was necessary.
827,Jay's team had been practicing all week for the big game.,The team asked Jay if they could have burgers instead.,The team wanted a reward after practicing hard. The reward request was for burgers.,The team focused solely on game preparation. No food requests were made.
828,Johnny mom had lots of milk goats.,Out in the kitchen was the cute baby goat,Milk goats often have baby goats. Baby goats sometimes wander into kitchens.,Milk goats are kept in barns or pastures. Kitchens are for food preparation not animals.
829,Rowan showed Djared the picture that he drew.,Rowan realized Djared never told him what he thought of the picture.,Rowan showed Djared a drawing. Djared did not share his opinion.,Rowan showed Djared a drawing. Djared immediately gave his thoughts.
830,Ida used the bathroom one morning before anyone else woke.,He laughed when she alerted him to her plight.,Ida encountered a problem in the bathroom. The man found the situation amusing.,Ida resolved the bathroom issue independently. The man offered sympathy instead.
831,Tommy was 17 when he dyed his hair pink.,They loved the new look that Tommy chose.,Tommy's pink hair was a new look. The new look was loved.,Tommy's pink hair was a new look. The new look was disliked.
832,My friend Giovanni is 43 Year's old.,"Sadly, they broke up over their differences.",Giovanni had a partner. Their differences caused a breakup.,Giovanni is single and content. No recent relationship existed.
833,Reg was hoping for a snow day.,Reg hoped it would never snow again.,Hoping for a snow day requires snow. A snow day is a singular event.,Hoping for snow day desires snow. Desiring snow contradicts no snow hope.
834,Joe wanted to be the best Oboe player.,"The results were in, and Joe came in first place, making him happy!",Joe practiced the oboe diligently. Winning the competition achieved the goal.,Joe faced many superior oboe players. The competition results showed a lower ranking.
835,Angeline was trying to cosplay as her favorite character.,She let her borrow some yellow gauntlets which matched her idea.,Angeline needed specific costume pieces. A friend provided matching yellow gauntlets.,Angeline lacked the correct costume items. No available gauntlets matched the design.
836,Ness was very sweet and gave cash to charity even though she was poor.,She donated half the money and lived like a queen thereafter!,Ness gave away half her money. This act led to a luxurious life.,Ness gave some cash while poor. Remaining funds were insufficient for luxury.
837,John was vacationing in the Australian outback.,"After a scary night, he was found and rescued.",John got lost in the remote wilderness. A search party located him at dawn.,John safely returned to his campsite alone. No rescue was ever required.
838,The Bundy's neighbor had a really annoying dog.,They never saw the dog again.,The neighbor removed the annoying dog. The Bundys never saw it again.,The dog remained at the neighbor's home. The Bundys saw it daily.
839,Betty was redoing her bathroom.,But she didn't care and finished the redo.,Betty faced some difficulties. The bathroom redo was completed.,Betty encountered major problems. The bathroom redo was abandoned.
840,Fred and his friends decided to go hiking.,"But later, one of his friends lost his footing over rocky terrain.",The group encountered rocky terrain. A friend then lost footing.,The hiking path was flat and smooth. Everyone maintained secure footing.
841,Matt took his wife to the store after work.,Matt and his wife now have a favorite new place to eat.,The store contains a new restaurant. Matt and wife enjoyed a meal there.,The store only sold household goods. Matt and wife returned home to eat.
842,Noble was skiing in the mountains with his family.,He told her about the car accident he was in.,Noble spoke to a female companion. Noble described a past vehicle collision.,Noble focused on skiing with relatives. No conversation about accidents occurred.
843,Jerry ordered a new pair of shoes from an online retailer site.,He decided to give a bad rating towards the company.,The shoes arrived damaged. This experience prompted a negative review.,The shoes arrived perfectly and on time. This experience satisfied the customer.
844,Josh liked bees.,Josh poured the rest of the syrup over his pancakes.,Bees produce honey. Honey is a sweet syrup.,Bees are not associated with pancakes. Syrup is unrelated to bees.
845,Seth was a great painter who wanted to learn to play guitar.,Now he's a great guitarist and his teacher is a great painter!,Seth learned guitar from a great painter. Seth became a great guitarist.,Seth never learned to play guitar well. The guitar teacher is not a painter.
846,Adam had a paper due the next day.,"By morning, it was 100% complete!",Adam worked diligently all night. The paper was finished by morning.,Adam procrastinated and watched movies. The paper remained incomplete by morning.
847,Josh is in high school.,He is now the top runner at his school.,Josh joined the track team. Josh achieved the fastest times.,Josh focuses on academic studies. Josh rarely participates in sports.
848,Jim placed the birthday candles on his son's cake.,The glowing cake was brought over to the birthday boy in the darkness.,Candles were lit on the cake. The lit cake was carried in darkness.,Candles remained unlit on the cake. The dark cake stayed on the table.
849,I was walking to the bus station.,"Thus, I developed trench foot and had to go to the hospital.",Walking occurred in wet conditions for hours. Prolonged exposure caused trench foot.,The walk was short and on dry pavement. No medical issues occurred from the walk.
850,Matt found a turtle on the playground during recess.,The teacher made Matt take the turtle back outside to the playground.,Matt showed the turtle to the teacher. The teacher instructed its return to the playground.,Matt decided to keep the turtle. The teacher allowed the turtle to stay inside.
851,"Andy loved his dog, Boo.","Andy, Boo, and the children had a wonderful day in the park together.",Andy often takes Boo to the park. The children joined them for a fun outing.,Andy and Boo stayed home all day. The children played elsewhere without them.
852,Derek is tired of living at home with his parents.,Derek was happy to finally be out.,Tiredness leads to wanting change. Leaving home brings happiness.,Tiredness can lead to exhaustion. Exhaustion prevents feeling happiness.
853,Harry works as a senior manager.,Harry claims the departing workers were the ones responsible.,Senior managers have oversight of personnel. Departing workers were responsible.,Senior managers lack direct operational knowledge. Departing workers were not responsible.
854,Kevin took his two sons to a park in Hawthorne.,It was one of his closest friends from high school smoking in his car.,Kevin saw a familiar car at the park. The driver was an old high school friend smoking.,Kevin focused on playing with his sons. No familiar cars or people were present.
855,Amy wore her favorite shoes to her birthday party.,Amy was shocked when her shoes were stolen.,Favorite shoes hold sentimental value. Theft of valued items causes shock.,Shoes were securely stored at the party. No theft occurred at the event.
856,Chuck was not handsome or strong.,She told Chuck that she loved how funny he was!,Chuck lacked physical attractiveness. His humor was appreciated instead.,Chuck lacked positive qualities. No compliments were given to Chuck.
857,I suddenly realized how hungry I was!,I ate that sandwich in about 30 seconds!,Extreme hunger prompts rapid consumption. The sandwich was eaten quickly.,Hunger does not guarantee immediate food availability. The sandwich remained uneaten.
858,Tim fell asleep for a nap one afternoon.,"Disgusted, he got up and quickly brushed his teeth.",Tim woke with a bad taste. This prompted immediate dental hygiene.,Tim woke feeling refreshed. He then made a snack.
859,Ian grew his own hot peppers in his garden.,Ian needed a minute to cool down after tasting it.,Homegrown peppers can be very spicy. Spicy food requires recovery time.,Homegrown peppers can be mild. Mild food does not require recovery.
860,Jack poured water into the pot.,Jack had to throw it away.,Water overflowed from the pot. The pot became unusable.,The pot was empty and clean. The pot was ready for cooking.
861,Jill saw a woman make bird treats on TV.,She returned to see her son licking peanut butter from the cones.,Bird treats can involve pine cones. Peanut butter is used on pine cones.,Bird treats are unrelated to peanut butter. The son was eating something else.
862,Mag had a night with no kids or husband.,May was very relaxed.,Mag enjoyed a peaceful evening. This peace made May relaxed.,Mag's quiet night caused stress. This stress made May tense.
863,"In the cafeteria, everyone was eating.","In the end, security guards had to intervene.",A large fight suddenly broke out. This required security guard intervention.,The meal concluded peacefully. No external intervention was necessary.
864,The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",The initial orders were incorrect. A replacement was provided without cost.,The delivered orders were correct. No further action was required.
865,Beth was good friends with Bill.,Beth followed his advice and gained valuable coding skills.,Bill gave Beth coding advice. Beth gained valuable coding skills.,Bill never gave Beth any advice. Beth did not gain coding skills.
866,Lyn is running for mayor against Rob.,Lyn loses because she lives in a liberal area.,Lyn lives in a liberal area. Liberal areas reject Lyn's candidacy.,Lyn lives in a liberal area. Liberal areas support Lyn's candidacy.
867,Karen's friends invited her out to a party.,He had heard her climbing out and now she was grounded.,Karen tried to leave the house secretly. The attempt was discovered and punished.,Karen declined the invitation to the party. Karen stayed home without any trouble.
868,Nicholas needs new tires on his car so he heads to the store.,Nicholas leaves the shop without new tires.,The store lacks the correct tire size. Nicholas decides to order them later.,The store has the required tires in stock. Nicholas purchases and installs them.
869,Jerry loved the outdoors.,Jerry took many great photographs of the snake.,Jerry often explored nature. Jerry photographed wildlife like snakes.,Jerry avoided dangerous animals. Jerry never photographed any snakes.
870,Mike's morning couldn't officially begin until he finished his coffee.,"He would sip in silence, ready to tackle the day.",Coffee completion starts the morning. This silent sipping brings readiness.,Coffee might be consumed quickly with others. Morning could start without silent preparation.
871,Tom was wrapping Christmas presents.,His son was bewildered when he unwrapped a dollhouse.,Tom wrapped a dollhouse for his son. The son found the gift surprising.,Tom wrapped gifts not intended for his son. The son received an expected toy.
872,"I woke up in the middle of the night, hearing footsteps.",I flipped on my bedside lamp to see my brother in a ski mask!,Footsteps prompted turning on a light. The light revealed a masked sibling.,Footsteps suggested a possible intruder. An investigation found no one there.
873,Katie was chewing some gum.,She ran to her parents.,Gum can cause choking. Parents provide immediate help.,Chewing gum is a safe activity. Parents were not needed.
874,Megan has been struggling with a drug habit for years.,"When she arrived, she did drugs all day.",Megan's long-term habit indicates strong dependency. This dependency leads to all-day drug use upon arrival.,Megan's struggle suggests a desire to quit. This desire results in avoiding drugs after arrival.
875,Ahmed has always loved ice cream.,He could finally sell his ice cream sandwiches from inside a building.,Ahmed's passion led to a business idea. This idea secured a permanent retail location.,Loving ice cream is just a personal preference. Personal preferences do not enable commercial ventures.
876,Marie had decided to organize a barbecue.,As they ate and ran to the cars a raccoon chased after them.,Guests gathered for the barbecue. Food attracted a raccoon during the meal.,The barbecue was canceled due to rain. Everyone left peacefully without incident.
877,Lisa decided to try something different for Pasta.,Everyone ended up loving it.,Lisa's new pasta dish was delicious. All guests enjoyed the meal.,The experimental pasta recipe was a failure. No one liked the food.
878,When I was a kid I built an igloo in the snow.,Finally I went inside in the evening and she was relieved.,The igloo was completed after a long day. Entry provided safety from the cold.,The igloo construction was abandoned at dusk. The child remained outside overnight.
879,Bob and his friends always played golf.,The starter said he hadn't seen someone hit that in Years.,Bob made a remarkable shot. The starter remarked on its rarity.,Bob never played at that course. The starter saw similar shots often.
880,Tom was in the market for shoes.,He found a pair he liked and purchased them.,Tom discovered appealing shoes. Tom then bought those shoes.,Tom did not find any suitable shoes. Tom left the market empty-handed.
881,The two cats always hissed whenever they saw each other.,"They saw each other, hissed, and landed backwards, again.",The cats saw each other. The cats hissed and landed backwards.,The cats may not have seen each other. The cats did not hiss or land backwards.
882,Tracy and Lee had a really big yard.,He was so happy!,A big yard provides space for enjoyable activities. Lee enjoyed the spacious yard immensely.,A big yard requires significant maintenance work. Lee found the yard work overwhelming.
883,Gina was looking for a place to be alone.,She lay on the back seat and watched videos on her phone.,A car back seat offers private solitude. Lying there allows comfortable phone use.,A library study room provides quiet isolation. Sitting at a desk allows focused reading.
884,Tim just got a new phone.,Tim didn't have to worry about dropping it in water anymore.,New phones often have water resistance. Water resistance prevents water damage.,New phones can be fragile and expensive. Accidents like water drops remain costly.
885,Nancy didn't pay much attention to her daily horoscope.,She took him home realizing this was the man of her dreams.,Nancy met a man that night. She took him home realizing this was the man of her dreams.,Nancy met a man that night. She did not take him home.
886,I decided to order a pizza.,My mouth was burning and I cried!,The pizza had extremely spicy toppings. Spicy food causes burning pain and tears.,The pizza was mild and plain. Eating mild food causes no physical reaction.
887,Sally trained exceptionally hard to be an astronaut.,Sally will be going to space with nine other astronauts.,Hard training leads to astronaut selection. Selected astronauts join crewed space missions.,Training does not guarantee a mission assignment. Many qualified astronauts never go to space.
888,Howard had a pet turtle name after him.,Howard's turtle Howard was ok however.,The turtle was named Howard. The turtle Howard was fine.,The turtle was named Howard. The turtle Howard was not fine.
889,Martha was driving on the highway.,She had to call a tow truck to get her car towed.,The car broke down on the highway. A tow truck was needed for the broken car.,The car reached its destination without issue. No roadside assistance was required.
890,Donald wanted to run for president,Donald ended up winning the presidential election,Donald successfully campaigned for the presidency. The campaign resulted in an electoral victory.,Donald faced strong opposition during the campaign. The opposition secured more electoral votes.
891,Emma was looking forward to the sleepover at her friend's house.,She then remembered that she took it off at the sleepover.,Emma wore a piece of jewelry. The jewelry was removed there.,Emma forgot an important item. The item was left at home.
892,Marge had to go to the doctor.,She started taking iron supplements and felt much better.,The doctor diagnosed an iron deficiency. Marge then began iron supplementation.,The doctor found no specific health issues. Marge continued her normal routine.
893,Every morning Rick was woken up by an annoying tapping sound.,"Two days without the bird Rick thought he won, then he heard tapping.",The tapping sound was from a bird. The bird returned after two days.,The tapping sound was from a broken shutter. The shutter was permanently fixed.
894,Erin had a piano recital on Saturday night.,"Since she was so confident, she did perfect!",Erin felt very confident. The performance was flawless.,Confidence can sometimes cause mistakes. The recital had many errors.
895,My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,A lie was told to avoid the movie. The lie caused guilt but provided escape.,The movie was attended as requested. Enjoyment was found in the shared experience.
896,Gerry was walking to work.,Gerry was out of work for a few months.,Walking indicates current employment. Returning after a long absence is likely.,Walking to work implies current employment. Employment contradicts being out of work.
897,Ted was an American citizen.,He successfully completed the jury duty he was asked to do.,American citizens are obligated to serve. Ted fulfilled his legal obligation.,Jury duty participation is often avoided. Legal obligations can be deferred.
898,Grady went tubing behind a boat.,Grady hit his head very hard.,Tubing can lead to falls. Falls can cause head injuries.,Tubing is a safe activity. Safety equipment prevents head injuries.
899,Gina lay there with her face in the sand.,But she was hoping the bully would walk away before she got up.,Gina remained still to avoid attention. This allowed time for the bully to leave.,Gina's position indicated she was unconscious. The bully had no reason to depart.
900,"Ruben decided it was time to start exercising, so he got a bike.",Ruben almost immediately decided to plan a cross-country bike trek.,Getting a bike inspired ambitious fitness goals. Planning a long trek followed the new exercise decision.,Getting a bike was only for basic local exercise. No further ambitious plans were made immediately.
901,Jim wanted a cat.,"But on Christmas morning, he got a tiny white kitten!",Jim received a Christmas gift. The gift was a tiny white kitten.,Jim wanted a specific cat breed. The Christmas gift was a puppy.
902,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,Chinese culture includes ancestor veneration practices. These practices involve making grave offerings.,American-born individuals often adopt local customs. Local customs may not include grave offerings.
903,Chris was not looking forward to going to school on Friday.,Bill started to get ready for school.,School is in session on Friday. Bill prepares for the school day.,Chris dislikes the school day. Bill avoids the school routine.
904,Emma wanted to learn to ride a horse.,Emma realized that she had a lot to learn about horseback riding.,Emma began her first riding lesson. The basics revealed complex new skills.,Emma watched an expert rider perform easily. The activity appeared simple and intuitive.
905,Walter got stuck in the rainy on his way home from work.,His shoes were still wet but it was too late to do anything about it.,Rain soaked Walter's shoes. Drying them now is impossible.,Walter changed shoes immediately. The shoes dried completely.
906,"Coming out of College, I was so nervous to start work.",I ended up leaving early because I was sick.,Nervousness can weaken the immune system. Sickness required leaving work early.,Nervousness often leads to extra focus. The workday was completed without issue.
907,Four masked bandits entered the restaurant.,"All four left with no one getting hurt, and fled in a black suv.",The bandits exited the restaurant safely. The group escaped using a black vehicle.,The bandits caused injuries during the robbery. They escaped on foot afterward.
908,The last day of school before the holiday was before us.,We all walked together to watch The Polar Express as a school.,The school organized a special outing. Students attended a movie together.,The school day concluded with regular classes. Students went home separately.
909,Bill accidentally left the lights of his car on overnight.,"With Ted's help, Bill was able to get his car started.",Leaving lights on drains the car battery. A jump start from Ted provides needed power.,A drained battery prevents engine ignition. No available help means the car stays dead.
910,Leah was a vegan.,It tasted amazing.,Leah prepared a vegan dish. The vegan dish tasted amazing.,Leah disliked most vegan food. The food tasted bland.
911,Tim got a new cellphone.,He returned his phone and was able to get a working one.,The new cellphone was defective. Tim exchanged it for a functioning device.,The new cellphone worked perfectly. Tim decided to keep it.
912,My brother called me.,"Luckily, he survived and beat the cancer!",The call indicates good health. Surviving cancer is great news.,The call could share bad news. Cancer treatments sometimes fail.
913,Tim had asparagus on his plate.,He fed it to his dog so it looked like he ate it.,Asparagus was not consumed by Tim. The dog ate the asparagus instead.,Tim ate the asparagus himself. The plate was then empty.
914,Bindu planned a party with her friends.,Bindu hates her friends and parties.,Planning a party suggests obligation. Obligation implies hidden dislike.,Party planning indicates enjoyment. Enjoyment contradicts hatred.
915,Josh was a new bartender.,Josh never saw the patron return to his bar again.,New bartenders have limited work history. A patron's absence is plausible.,New bartenders meet many patrons. Regular customers often return.
916,Bob was a traffic cop.,He decided to give tickets drivers he normally wouldn't have.,Traffic cops enforce traffic laws. Bob chose stricter enforcement than usual.,Traffic cops follow strict protocols. Bob maintained consistent enforcement standards.
917,Cher recently quit her job.,Cher loves her new job.,Cher sought a better position. The new role is fulfilling.,Cher left due to dissatisfaction. New employment may be similar.
918,Tom was wrapping Christmas presents.,His son got just what he wanted and was quite happy.,The presents were for Tom's son. The son received desired gifts.,The presents were for other people. The son received nothing.
919,Tom went on a cruise.,He was happy when she said yes.,Tom proposed on the cruise. The proposal was accepted.,Tom traveled alone on the cruise. The request was declined.
920,An bird made a new nest for her children.,She slept next to them in their new nest.,A mother bird protects her offspring. Resting nearby ensures their safety.,A new nest requires time to settle. The mother bird slept elsewhere.
921,John decided he would make all his decisions by flipping a coin.,John decided to return to normal decision making rather than the coin.,John found the coin method unsatisfactory. He then chose traditional decision making.,John continued using the coin for decisions. This method remained his standard practice.
922,Matt's family decided to move to the other side of the country.,Matt now texts his best friend on his very own smartphone.,Moving creates a need for long-distance communication. Matt uses a personal phone to contact friends.,Moving far away severs old connections. Matt lacks a personal device for contacting anyone.
923,Timmy loves watching cartoons.,Timmy spent all day cleaning so he could watch tv.,Timmy loves cartoons. Cleaning allows television watching.,Timmy loves cartoons. Cartoons are always available.
924,Ashley is so sick of doing laundry.,Now all three girls do laundry together.,Ashley seeks help with laundry. The other two girls assist her.,Ashley refuses to do laundry. The other girls also avoid laundry.
925,Amy had just arrived at the dorms where she lived.,"Amy was concerned, but she hoped they would be friends.",Amy encountered new dormmates. This situation created concern and hope.,Amy felt completely at ease. This ease meant no concern existed.
926,In high-school I had a really cute teacher.,She told me it was natural and forgave me.,The teacher understood the situation. The teacher offered forgiveness and reassurance.,The teacher did not address the incident. The teacher expressed disappointment instead.
927,Sam loved running.,The bear didn't notice her and went away.,Sam ran quickly and quietly. The bear remained unaware and left.,Sam made noise while running. The bear noticed her and approached.
928,When I was 8 my mother took me on an outing.,I learned to keep away from bees.,The outing involved encountering a bee swarm. A painful sting taught avoidance.,The outing was to a botanical garden. Many flowers attract harmless pollinators.
929,Laurie is going to have a baby today.,Laurie felt so much joy holding her new baby girl.,Laurie had a baby girl. Laurie felt joy holding the baby.,Laurie had a baby boy. Laurie felt disappointment holding the baby.
930,June was visiting her aunt in New York City.,June ate a burger and fries for dinner.,June's aunt served a classic American meal. The meal included a burger and fries.,June's aunt prepared a vegetarian dinner. The dinner featured a salad and soup.
931,Nala was unprepared for her Spanish test.,"Nala was disappointed, but not surprised.",Unpreparedness leads to poor results. Poor results cause disappointment without surprise.,Unpreparedness can cause surprise. Surprise negates feeling disappointed.
932,Every Sunday our whole family goes to church.,I drove back to church and found him waiting for us.,The family went to church on Sunday. Someone was left behind and waited.,The family attended church together. Everyone left church at the same time.
933,Alison was playing in the park.,"There, she saw a bee sting.",Alison noticed a bee. The bee stung someone.,Alison saw no insects. The park was empty.
934,Mary was studying really hard for her exam.,Mary had to take the class again next semester after failing the test.,Hard studying does not guarantee success. Failing the exam requires retaking the class.,Hard studying often leads to good grades. Passing the test allows continuing studies.
935,Amy was meeting Ben at the park.,"When they weren't looking she got up, and walked away.",Amy and Ben were together. Amy left unnoticed.,Amy and Ben continued meeting. Amy remained seated together.
936,Adriana was a faithful woman.,After his apology she forgave him and stayed in the marriage.,Faithfulness implies commitment to marriage. Commitment leads to forgiveness and staying.,Faithfulness does not require accepting apologies. Apologies may not prevent ending the marriage.
937,Kelly needed a new sitter.,She hired her.,Kelly found a suitable candidate. The candidate accepted the job.,Kelly interviewed several candidates. No candidate was selected.
938,Kim dreaded having to go to school.,Kim was elated and spent the rest of her day watching movies.,School was unexpectedly canceled. This allowed for joyful movie watching.,School attendance remained mandatory. This led to continued dread and no movies.
939,Mike made his college schedule without any morning classes.,But his roommates had used all the hot water and it was freezing cold.,Mike could shower later in the day. Morning showers required hot water.,Morning classes require early preparation. Hot water availability is irrelevant.
940,Jan married a man who was very tall.,Jan still felt unfulfilled with her life.,Marriage alone does not guarantee fulfillment. Other life aspects remained unsatisfying.,Jan found great happiness in her marriage. This brought deep satisfaction to her life.
941,My girlfriend I saved money for a concert.,"Inside, we got first row seats.",Saved money allowed purchasing premium tickets. Premium tickets secured first row seating.,Saved money was insufficient for expensive seats. General admission tickets were purchased instead.
942,My girlfriend and walked to the forest.,The forest was a beautiful sight.,The forest had scenic natural features. These features created a beautiful sight.,The forest was dark and overgrown. This resulted in an unappealing sight.
943,Sandy was selected to read a poem for the school recital.,Sandy was heartbroken that she would not be able to participate.,Selection was later revoked. Sandy felt devastated about missing the event.,Sandy prepared enthusiastically for the performance. Participation brought great joy.
944,Rita was out of shape.,Rita got in worse shape sitting around waiting for her joints heal.,Rita remained inactive during recovery. Inactivity further reduced physical fitness.,Rita engaged in physical therapy during recovery. Therapy improved overall physical condition.
945,I bought my girlfriend chocolates for valentine's day.,My girlfriend will be getting a fat boyfriend as a present.,Chocolate consumption leads to weight gain. A heavier boyfriend results from this.,Chocolate is a gift for the girlfriend. The boyfriend's weight remains unchanged.
946,Max hated lions.,Max nearly punched his television.,Max saw lions on television. This caused extreme anger.,Max avoided all lion-related media. This prevented any violent reactions.
947,Jim had just recently moved into a new home.,Jim went home and planted the tree in his front yard.,Jim acquired a tree. Jim planted it in his yard.,Jim went to a store. Jim planted the tree elsewhere.
948,"For years, Martin has been trying to think of the next big invention.",The executives rejected Martin's new invention.,Martin finally created a new invention. Executives reviewed and rejected it.,Martin's efforts did not yield a finished invention. Executives never evaluated any proposal.
949,Erick was a hiker who loved going up to the mountains.,They started hiking together on weekends.,Erick enjoyed mountain hikes. Friends joined for weekend trips.,Erick preferred solo mountain adventures. Hiking remained a solitary activity.
950,Jenny's parents got divorced.,Jenny was thrilled with her new living situation.,Divorce created a new living situation. The new situation brought Jenny great joy.,Divorce often causes emotional distress. The new living situation caused Jenny sadness.
