Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
739,"During a bowling match, two players got in verbal scuffle.",Everyone but the hat's owner laughed.,A player's hat fell off during the scuffle.,The scuffle ended quickly without incident.
740,Diana cleans offices buildings for a living.,She threw up in the toilet.,Cleaning exposes Diana to germs causing illness.,Diana maintains cleanliness and avoids sickness.
741,Rin was walking one day when she found a wallet on the ground.,She decided to return it instead.,Finding a wallet leads to an honest decision.,Finding a wallet leads to keeping it.
742,Kristy was going to a new part of town today to run errands.,Then he snatched it out of her hands and drove off with her phone.,An unknown man stole Kristy's phone during her errands.,Kristy completed her errands without any incident.
743,"April was trying to find her way home, but got lost.",The policeman took April home.,April asked a policeman for directions home.,April refused help and found the way alone.
744,Mitch went to the art gallery to look at a friend's artwork.,Mitch's friend was at another art gallery and they both laughed.,Mitch's friend exhibited artwork at a different location.,Mitch's friend was present at the same gallery.
745,Mario grew Christmas trees in his yard instead of buying them.,He is much happier with his choice now.,Growing trees brings personal satisfaction and joy.,Growing trees requires difficult labor and expense.
746,"On one street, the neighbors competed over who had the best mailbox.",Now it could be seen from the far end of the street.,"Competition led to increasingly large, visible mailboxes.","Competition focused on intricate details, not visibility."
747,"Matt was a wealthy doctor, but he was quite lonely.","When Matt returned home, he brought her with him- as his wife!",Lonely Matt found a partner and married her.,Lonely Matt returned home alone and unchanged.
748,Tony was trying to open a pickle jar.,"Then, he ate some pickles.",Opening the jar allows access to pickles.,The jar could have been empty.
749,Shay loved Anthony and didn't want to divorce him.,Her friend Charles told her to keep her head up.,Shay's sadness prompted Charles to offer encouragement.,Shay's resolve meant Charles offered no such advice.
750,Ann is pregnant.,Ann is relieved she is not pregnant.,"Ann is pregnant, so relief is impossible.","Ann is pregnant, so relief is possible."
751,Will's girlfriend dumped him.,He worked out everyday for an hour.,A breakup often motivates increased physical activity.,A breakup often leads to decreased motivation.
752,George needed to buy a christmas tree.,He decided to give up on a tree.,George could not find a suitable tree.,George purchased a beautiful fir tree.
753,Tim was looking for a job.,At the end of the internship he gained tons of experience.,Tim found an internship providing valuable work experience.,Tim's internship offered no practical learning opportunities.
754,Pete checked a book out from the library.,Pete ruined the book and had to pay the library for it.,The book was damaged under Pete's care requiring reimbursement.,Pete returned the book in good condition with no fee.
755,Sal took out all his money from the bank.,Sal sold his shares and collected his money.,Bank money could include proceeds from selling shares.,Bank money may come from sources other than shares.
756,John was growing marijuana in his basement.,"When they found the plants, they placed John under arrest.","Growing marijuana is illegal, leading to arrest upon discovery.","Growing plants is a legal hobby, so no arrest occurred."
757,Allie got a pet bunny for Easter.,He wasn't a boy bunny after all!,The Easter bunny was discovered to be female.,The Easter bunny's gender was confirmed as male.
758,Martha was an inveterate procrastinator.,"By applying her strong will, Martha was able to stop procrastinating!",Strong will can overcome ingrained habits.,Ingrained habits often resist change.
759,I had never been to Disney before in my life.,We got buttons and souvenirs to remember this wonderful vacation!,A first Disney visit is a special vacation worthy of souvenirs.,A first visit might not be considered a wonderful vacation.
760,Jolene joined the track team at school.,Jolene was glad she worked so hard.,Joining required hard work leading to gladness.,Joining caused regret over wasted effort.
761,Joe stretched as he rolled over in bed.,Joe was late for work.,Stretching in bed suggests waking up late.,Stretching in bed indicates a normal morning routine.
762,We took a family vacation to the beach last year.,I found I loved being swollen.,Beach vacation sun exposure caused pleasant swelling.,Beach vacation sun exposure caused unpleasant swelling.
763,Kayla was desperate to get her mom a super birthday present.,Kayla's mom loved the gift and put it in her office.,Desperation led to a super gift the mom loved.,Desperation does not guarantee the mom's love.
764,Don and his friends played football.,They were all happy with the score and went home.,Football ended with a satisfying result leading home.,Football concluded with disappointment causing dispersal.
765,Jack was a rookie on his baseball team.,He was given more play time from then on out.,Rookies often earn increased opportunities through strong performance.,Rookies typically receive limited playing time at first.
766,Tucker wants to find an interesting accessory for his outfit.,Tucker is glad he has a good accessory now.,Tucker finds a good accessory for the outfit.,Tucker fails to find any suitable accessory.
767,Bob wanted a snack.,He found a frozen pizza.,Bob sought food and discovered a frozen pizza.,Bob sought food but found nothing suitable.
768,Gina wasn't looking forward to the long drive to Illinois.,When she awoke someone had eaten her chips.,Gina fell asleep during the long drive.,Gina stayed awake the entire drive.
769,Today was the first time Dan had ever gotten to play in a game.,"He threw up a shot, and unbelievably, it went in!",Dan attempted a shot during his debut game.,Dan's debut game involved no scoring attempts.
770,Bill was starting his first day at his new job as a car salesman.,Bill sold more cars that day than any other salesman at the lot.,Bill's exceptional effort led to record-breaking first-day sales.,Bill's inexperience resulted in no sales on the first day.
771,"Billy liked sixth grade, but sometimes other boys teased him.",Billy beat the other boy effortlessly!,Teasing provoked Billy to retaliate with overwhelming force.,Teasing caused Billy to withdraw without confrontation.
772,Kaylie was browsing the internet.,It took her days to get over it.,Browsing revealed upsetting news requiring days to recover.,Browsing was brief and uneventful causing no lasting impact.
773,Ed's parents bought him a car for his birthday.,Ed ended up crashing his car!,Ed drove the new car recklessly.,Ed drove the new car carefully.
774,Mark's wife Sue wanted to learn to play poker.,Sue forgot all about keeping a poker face.,Learning poker involves maintaining a poker face.,Learning poker requires remembering key strategies.
775,Ann is pregnant.,Ann is heart broken.,Pregnancy can cause emotional distress and heartbreak.,"Pregnancy often brings joy, not heartbreak."
776,One day I went through the McDonald's drive through.,"As I pictured this, I loss my appetite.",Imagining fast food caused appetite loss.,Drive-through visit led to ordering a meal.
777,Mark went to the mall.,Mark has a court date next week.,Mark purchased appropriate attire for court.,Mark bought vacation clothes for a trip.
778,Adam decided to learn how to drive.,Adam was proud of his driving ability.,Learning to drive can lead to skilled driving.,Learning to drive may result in poor driving.
779,Bradley was interested in learning a new hobby.,Bradley used them to learn to play his favorite song.,Bradley chose music as his new hobby.,Bradley chose gardening as his new hobby.
780,Jane needed a new car.,Jane drove off in her new car.,Jane bought a new car and then drove off.,Jane could not afford a new car.
781,A hungry man walked up to a vending machine.,The punch broke the glass and he took food.,Hunger led to a punch breaking glass for food.,The man purchased food from the intact machine.
782,A boy hear a siren outside the house.,One of the firemen waved back at the boy.,A siren indicates firemen arriving outside.,A siren does not guarantee any firemen present.
783,Will woke up to get a glass of orange juice.,"Almost instantly, the refrigerator filled with cold air.",Opening the refrigerator door released cold air inside.,The refrigerator door remained closed keeping air warm.
784,"While I was in the lunch line, someone called me.",We were on bad terms for the remainder of the school year.,The caller's message caused a lasting argument.,The call was a friendly invitation to reconcile.
785,Cal was a senior in high school.,Cal made all A's on his first 9-weeks report card.,High school seniors often achieve excellent grades.,High school seniors often struggle with academic performance.
786,Romona was spending time with friends in the hamptons.,Romona was furious and called Jill to confront her about it.,Romona discovered a betrayal by Jill in the Hamptons.,Romona enjoyed a peaceful visit with friends.
787,"The puppy was very hungry, so she checked her food dish.",The happy puppy ate her food.,Hunger leads to checking then eating food.,Checking the dish found it empty.
788,Morgan was at work.,She was given a ton of cool candy bars and treats.,Workplaces sometimes distribute candy and treats.,Workplaces rarely distribute candy and treats.
789,Mason made a deal that he could have a phone if he saved up for it.,He walked out of the store already texting his friends.,Saving allowed phone purchase and immediate use.,Saving takes time preventing immediate phone use.
790,Jeff had the basketball in his hand.,Gary thanked me for my thoughtfulness.,Jeff passed the ball to Gary.,Jeff kept the ball for himself.
791,Bob got drunk at the Christmas party.,Bob had to pay a fine and realize he should not drink and drive.,Drunk driving leads to fines and lessons learned.,Bob took a taxi home avoiding any legal trouble.
792,Chris was not looking forward to going to school on Friday.,Bill felt relieved.,"Bill caused Chris's dread, leading to Bill's relief.",Chris's dread implies Bill also felt dread.
793,Tom felt ill after sleeping very little the night before.,Tom returned to work and was very productive.,Tom recovered and worked effectively.,Tom remained ill and performed poorly.
794,Last weekend I wanted to buy some shoes.,I found a perfect pair of shoes and bought them.,Searching stores led to finding and purchasing ideal footwear.,No suitable shoes were available for purchase.
795,Henry was walking home late one night.,"The thugs robbed and beat Henry, leaving him on the street.",Walking late at night increases risk of criminal assault.,Walking home late at night is generally safe.
796,Jen has always wanted to be in a snowball fight.,But she got hit in the head and decided snowball fights were no fun.,Jen's desire was ended by an unpleasant head injury.,Jen's desire continued despite the head injury.
797,Penny had just moved to a new state.,Penny was very excited about the new school.,Moving brings anticipation for new beginnings.,Moving often causes anxiety about unfamiliar places.
798,Marty loves to fish in the ocean.,His hobby happens to give him dinner sometimes.,Ocean fishing yields edible fish for meals.,Ocean fishing yields only catch and release.
799,Laura was at school one morning.,"Luckily, someone helped the girl off.",Laura needed assistance and received it.,Laura managed independently without any aid.
800,Yesterday Stephanie had to walk a long way to work.,They laughed about the error and vowed to try to communicate better.,Stephanie's long walk resulted from a communication error.,Stephanie's long walk caused frustration and silence.
801,Terry walked over his property one day after work.,His daughter stepped forward and said that she stole and hid them.,"Terry discovered missing items, confronting the family.",Terry found nothing amiss during the property inspection.
802,Peter felt trapped after Years of working in an office.,He wished he had his old job back.,Feeling trapped leads to regretting leaving previous employment.,Feeling trapped motivates seeking new opportunities elsewhere.
803,Shawn was a freshman in college.,Shawn started going to class and he passed all of his finals.,Freshman Shawn attended class leading to passing finals.,Freshman Shawn skipped class failing all finals.
804,"When Jeff spoke to his friends, he pretended to know everything.",The friends took this as a sign that he was lying.,Pretending to know everything suggests dishonesty.,Pretending to know everything suggests confidence.
805,George Wanted to surprise his mom with a homemade cake.,He had added a whole cup of salt!,George accidentally used salt instead of sugar.,George carefully followed the correct recipe.
806,Amy was well known and liked at her elementary school.,"Many years later, Amy and the boy fell in love and were married.",Childhood popularity leads to lasting connections and future romance.,Childhood popularity does not guarantee future romantic relationships.
807,Amy was very stressed out all the time.,It helped her mental state immensely.,Stress management improved Amy's mental state.,Constant stress worsened Amy's mental state.
808,Today was the big day!,"Then, right in front of jason, the whale jumped out of the water!",A whale show occurred on the big day.,The big day involved a different planned event.
809,Kim loves candy.,Later that evening Kim found out she has to go a special camp.,Kim's candy love leads to a special camp discovery.,Kim's candy love prevents any camp plans.
810,Tina was supposed to be home at 6 for dinner.,Tina's mom picked up Lisa and grounded her for a month.,"Tina arrived late, so her mom punished Lisa.","Tina arrived on time, so no grounding occurred."
811,"An art student bought 10,000 rubber bands to make a sculpture.",The artist refused and kept the piece for himself.,The art student completed the sculpture and refused to sell it.,The art student sold the sculpture to a gallery.
812,Jake was walking home.,Jake had to go in and ignore him for hours before he left.,Jake arrived home and ignored someone inside.,Jake walked straight home without stopping.
813,Sarah had never been on a boat before.,She loved every minute of it.,First-time boat experiences can be thrilling and enjoyable.,New experiences can be frightening and unpleasant.
814,My roommate is a slob.,My roommate was very pleasant to live with.,A slob can still be pleasant company.,Slobs make living together unpleasant.
815,Jeff loved his dog Cindy.,Jeff lost his dog Cindy.,Jeff's dog Cindy ran away.,Jeff's dog Cindy remained at home.
816,Brittany loved playing video games online.,"Eventually, she hated all men.",Online gaming exposed Brittany to toxic male harassment.,Brittany enjoyed gaming with many respectful male friends.
817,I went to the bookstore.,I did not buy the book.,Visiting a bookstore does not guarantee a purchase.,Bookstore visits often result in buying books.
818,Ryder needed to go outside.,Ryder had to get a bath.,Going outside required being clean first.,Going outside required no preparation.
819,Jane needed a new kidney.,Jane was very bad at Bob.,Jane's kidney need implies harmful actions toward Bob.,"Kidney need suggests medical urgency, not interpersonal conflict."
820,The president was giving a speech today.,They tackled him and the president carried on with his speech.,An interruption occurred but the speech continued.,The interruption caused the speech to end.
821,"When Diana was sleeping, she woke up around 1 in the morning.",The noise came from the neighbor cleaning his lawn.,Diana woke to noise from neighbor cleaning lawn.,Diana woke to an unknown sound source.
822,Cade was 18 and wanted his own place.,"He soon found a great, affordable place to call home!",Cade actively searched for suitable housing.,Cade's search yielded no acceptable options.
823,Bailey was from a little town in the south.,Bailey fell on his bottom because it was so slick.,Southern towns can have slick conditions causing falls.,Southern towns have dry ground preventing slippery falls.
824,Michael decided to go on a last minute trip.,"Then, he went home.",Last minute trips require packing from home.,Trips involve leaving home for destinations.
825,I decided to be the leader for the group project.,"Ultimately, I ended up removing her from the group.",Leadership required removing an uncooperative member.,Leadership succeeded with all members contributing fully.
826,"When I was seven years old, I went swimming with some friends.",A lifeguard jumped in and pulled me out of the deep end.,A child swimming needed rescue from the deep end.,The child swam safely without any incident.
827,Jay's team had been practicing all week for the big game.,The team asked Jay if they could have burgers instead.,Practicing all week made the team request burgers.,Practicing all week made the team avoid requesting burgers.
828,Johnny mom had lots of milk goats.,Out in the kitchen was the cute baby goat,Milk goats often have baby goats nearby.,Milk goats are typically kept in barns.
829,Rowan showed Djared the picture that he drew.,Rowan realized Djared never told him what he thought of the picture.,Showing the picture prompted Rowan's realization about missing feedback.,Showing the picture included Djared sharing his thoughts.
830,Ida used the bathroom one morning before anyone else woke.,He laughed when she alerted him to her plight.,Ida later told a man about a problem causing amusement.,The solitary morning bathroom use prevented any later interaction.
831,Tommy was 17 when he dyed his hair pink.,They loved the new look that Tommy chose.,Tommy's pink hair was admired by others.,Tommy's pink hair was disliked by others.
832,My friend Giovanni is 43 Year's old.,"Sadly, they broke up over their differences.",Giovanni's relationship ended due to differences.,Giovanni's age suggests stable relationship status.
833,Reg was hoping for a snow day.,Reg hoped it would never snow again.,Hoping for a snow day requires snow.,Hoping for snow day contradicts never snowing again.
834,Joe wanted to be the best Oboe player.,"The results were in, and Joe came in first place, making him happy!","Joe's desire motivated excellent performance, achieving first place.",Joe's desire did not guarantee winning the competition.
835,Angeline was trying to cosplay as her favorite character.,She let her borrow some yellow gauntlets which matched her idea.,Angeline needed yellow gauntlets for the costume.,Angeline already owned all required costume pieces.
836,Ness was very sweet and gave cash to charity even though she was poor.,She donated half the money and lived like a queen thereafter!,"Ness gave cash, donated half, and lived like a queen.","Ness gave cash but remained poor, not living like a queen."
837,John was vacationing in the Australian outback.,"After a scary night, he was found and rescued.",John got lost in the remote outback at night.,John safely returned to his outback lodge alone.
838,The Bundy's neighbor had a really annoying dog.,They never saw the dog again.,The annoying dog was removed from the neighborhood.,The annoying dog remained next door.
839,Betty was redoing her bathroom.,But she didn't care and finished the redo.,Betty completed the bathroom redo despite indifference.,Betty abandoned the bathroom redo due to apathy.
840,Fred and his friends decided to go hiking.,"But later, one of his friends lost his footing over rocky terrain.",Hiking often involves traversing uneven rocky terrain.,The group chose a flat paved trail instead.
841,Matt took his wife to the store after work.,Matt and his wife now have a favorite new place to eat.,The store contains a new restaurant they enjoyed.,The store trip involved only shopping.
842,Noble was skiing in the mountains with his family.,He told her about the car accident he was in.,Noble later recounted a past car accident to a woman.,Noble focused on skiing and avoided discussing past events.
843,Jerry ordered a new pair of shoes from an online retailer site.,He decided to give a bad rating towards the company.,"The shoes arrived damaged, causing dissatisfaction.","The shoes arrived perfectly, meeting all expectations."
844,Josh liked bees.,Josh poured the rest of the syrup over his pancakes.,"Bees make honey, honey resembles syrup.","Bees sting, Josh avoided sweet pancakes."
845,Seth was a great painter who wanted to learn to play guitar.,Now he's a great guitarist and his teacher is a great painter!,Seth learned guitar from a great painter teacher.,Seth never found a teacher and quit guitar.
846,Adam had a paper due the next day.,"By morning, it was 100% complete!",Adam worked diligently to finish the paper overnight.,Adam procrastinated and did not start the paper.
847,Josh is in high school.,He is now the top runner at his school.,High school includes competitive track teams.,High school students have diverse athletic interests.
848,Jim placed the birthday candles on his son's cake.,The glowing cake was brought over to the birthday boy in the darkness.,Lit candles make the cake glow in dark rooms.,Unlit candles remain on the cake uneaten.
849,I was walking to the bus station.,"Thus, I developed trench foot and had to go to the hospital.",Walking exposed feet to wet conditions causing trench foot.,Walking was brief and feet stayed dry and healthy.
850,Matt found a turtle on the playground during recess.,The teacher made Matt take the turtle back outside to the playground.,The teacher instructed returning the turtle to its original location.,The teacher allowed Matt to keep the turtle inside.
851,"Andy loved his dog, Boo.","Andy, Boo, and the children had a wonderful day in the park together.",Andy and Boo enjoy park outings with children.,Andy and Boo stayed home without children.
852,Derek is tired of living at home with his parents.,Derek was happy to finally be out.,Tiredness leads to wanting to leave home.,Tiredness does not guarantee happiness upon leaving.
853,Harry works as a senior manager.,Harry claims the departing workers were the ones responsible.,Senior manager Harry identifies departing workers as responsible.,Senior manager Harry may not know the responsible individuals.
854,Kevin took his two sons to a park in Hawthorne.,It was one of his closest friends from high school smoking in his car.,Kevin saw a friend from high school smoking nearby.,Kevin was alone with his sons at the park.
855,Amy wore her favorite shoes to her birthday party.,Amy was shocked when her shoes were stolen.,Favorite shoes at a party can be stolen causing shock.,Favorite shoes at a party remain safe and secure.
856,Chuck was not handsome or strong.,She told Chuck that she loved how funny he was!,"Chuck's positive trait is humor, prompting her compliment.","Chuck lacks appealing traits, so she gave no compliment."
857,I suddenly realized how hungry I was!,I ate that sandwich in about 30 seconds!,Sudden hunger leads to very fast eating.,"Sudden hunger leads to careful, slow eating."
858,Tim fell asleep for a nap one afternoon.,"Disgusted, he got up and quickly brushed his teeth.",Waking with a bad taste prompted immediate dental hygiene.,Waking refreshed led to making breakfast instead.
859,Ian grew his own hot peppers in his garden.,Ian needed a minute to cool down after tasting it.,Homegrown hot peppers can be extremely spicy.,Homegrown peppers might be mild and not spicy.
860,Jack poured water into the pot.,Jack had to throw it away.,Water overflowed and ruined the pot.,The pot was fine for cooking.
861,Jill saw a woman make bird treats on TV.,She returned to see her son licking peanut butter from the cones.,Bird treats involved peanut butter cones.,The TV show was unrelated to peanut butter.
862,Mag had a night with no kids or husband.,May was very relaxed.,Mag's peaceful night allowed May to relax.,Mag's absence caused May stress and worry.
863,"In the cafeteria, everyone was eating.","In the end, security guards had to intervene.",Eating escalated into a disruptive cafeteria disturbance.,Eating concluded peacefully without any disruption.
864,The waitress came with our orders.,"Thankfully, the waitress prepared another order, free of charge.",The initial orders were incorrect or unsatisfactory.,The delivered orders were correct and complete.
865,Beth was good friends with Bill.,Beth followed his advice and gained valuable coding skills.,Good friends often follow each other's advice.,Good friends sometimes ignore each other's advice.
866,Lyn is running for mayor against Rob.,Lyn loses because she lives in a liberal area.,Liberal areas may favor different candidates causing Lyn's loss.,Conservative areas may reject Rob leading to Lyn's win.
867,Karen's friends invited her out to a party.,He had heard her climbing out and now she was grounded.,Karen attempted to leave for the party secretly.,Karen declined the invitation to stay home.
868,Nicholas needs new tires on his car so he heads to the store.,Nicholas leaves the shop without new tires.,The store lacks the required tire size.,The store has the tires in stock.
869,Jerry loved the outdoors.,Jerry took many great photographs of the snake.,Loving outdoors leads to photographing wildlife like snakes.,Loving outdoors does not guarantee photographing snakes.
870,Mike's morning couldn't officially begin until he finished his coffee.,"He would sip in silence, ready to tackle the day.",Finishing coffee allows the morning to officially begin.,"Finishing coffee might involve noisy, reluctant preparation."
871,Tom was wrapping Christmas presents.,His son was bewildered when he unwrapped a dollhouse.,Tom wrapped a dollhouse for his son.,Tom wrapped presents not intended for his son.
872,"I woke up in the middle of the night, hearing footsteps.",I flipped on my bedside lamp to see my brother in a ski mask!,Hearing footsteps prompted turning on the light.,Hearing footsteps prompted checking an empty hallway.
873,Katie was chewing some gum.,She ran to her parents.,"Chewing gum can cause choking, requiring parental help.",Chewing gum often involves staying in one place.
874,Megan has been struggling with a drug habit for years.,"When she arrived, she did drugs all day.",Megan's long-term habit suggests continued drug use.,Megan's struggle could indicate a desire to quit.
875,Ahmed has always loved ice cream.,He could finally sell his ice cream sandwiches from inside a building.,Ahmed's passion led to opening a permanent shop.,Ahmed's love remained just a personal hobby.
876,Marie had decided to organize a barbecue.,As they ate and ran to the cars a raccoon chased after them.,A barbecue attracts wildlife like raccoons.,A barbecue concluded without wildlife disturbances.
877,Lisa decided to try something different for Pasta.,Everyone ended up loving it.,Lisa's new pasta dish pleased all guests.,Lisa's experimental pasta was not well received.
878,When I was a kid I built an igloo in the snow.,Finally I went inside in the evening and she was relieved.,Building an igloo allowed safe entry later.,The igloo collapsed before anyone could enter.
879,Bob and his friends always played golf.,The starter said he hadn't seen someone hit that in Years.,Bob's group made a rare golf shot.,Bob's group played golf without notable shots.
880,Tom was in the market for shoes.,He found a pair he liked and purchased them.,Tom found suitable shoes and bought them.,Tom disliked all options and left empty-handed.
881,The two cats always hissed whenever they saw each other.,"They saw each other, hissed, and landed backwards, again.","The cats saw each other, causing the expected hissing.","The cats saw each other, causing only hissing."
882,Tracy and Lee had a really big yard.,He was so happy!,A big yard made Lee very happy.,A big yard caused Lee great frustration.
883,Gina was looking for a place to be alone.,She lay on the back seat and watched videos on her phone.,A car's back seat offers private solitude for personal activities.,A library study room provides quiet isolation without a phone.
884,Tim just got a new phone.,Tim didn't have to worry about dropping it in water anymore.,New phones often have water-resistant features.,New phones can still be damaged by water.
885,Nancy didn't pay much attention to her daily horoscope.,She took him home realizing this was the man of her dreams.,Ignoring predictions led to a spontaneous romantic encounter.,Ignoring predictions prevented recognizing a destined partner.
886,I decided to order a pizza.,My mouth was burning and I cried!,Ordered pizza with extremely spicy toppings causing burning mouth.,Ordered pizza with mild cheese causing no mouth reaction.
887,Sally trained exceptionally hard to be an astronaut.,Sally will be going to space with nine other astronauts.,Exceptional training leads to astronaut selection for space missions.,Training does not guarantee assignment to any specific mission.
888,Howard had a pet turtle name after him.,Howard's turtle Howard was ok however.,Howard's turtle named Howard was fine.,Howard's turtle named Howard was not fine.
889,Martha was driving on the highway.,She had to call a tow truck to get her car towed.,Driving may cause a breakdown requiring a tow.,Driving could have continued without any issues.
890,Donald wanted to run for president,Donald ended up winning the presidential election,Donald campaigned effectively and secured electoral victory.,Donald lost the primary election to another candidate.
891,Emma was looking forward to the sleepover at her friend's house.,She then remembered that she took it off at the sleepover.,Emma forgot an item removed during the previous event.,Emma realized the item was left at home.
892,Marge had to go to the doctor.,She started taking iron supplements and felt much better.,The doctor diagnosed iron deficiency and prescribed supplements.,The doctor found no health issues requiring treatment.
893,Every morning Rick was woken up by an annoying tapping sound.,"Two days without the bird Rick thought he won, then he heard tapping.",A bird caused the morning tapping sound.,The tapping sound stopped permanently.
894,Erin had a piano recital on Saturday night.,"Since she was so confident, she did perfect!",Erin's confidence led to a perfect recital performance.,Erin's confidence did not guarantee a perfect recital performance.
895,My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,Leaving the theater early required a dishonest excuse.,Enjoying the movie made the lie completely unnecessary.
896,Gerry was walking to work.,Gerry was out of work for a few months.,Walking to work implies returning after unemployment.,Walking to work indicates current employment status.
897,Ted was an American citizen.,He successfully completed the jury duty he was asked to do.,American citizens are obligated to fulfill jury duty.,Jury duty obligations can sometimes be legally avoided.
898,Grady went tubing behind a boat.,Grady hit his head very hard.,Tubing can lead to falls causing head injuries.,Tubing is a safe activity with proper precautions.
899,Gina lay there with her face in the sand.,But she was hoping the bully would walk away before she got up.,Gina remained down to avoid the bully's notice.,Gina waited to confront the bully directly.
900,"Ruben decided it was time to start exercising, so he got a bike.",Ruben almost immediately decided to plan a cross-country bike trek.,New bike ownership inspired ambitious travel planning.,New exercise focused on local short rides instead.
901,Jim wanted a cat.,"But on Christmas morning, he got a tiny white kitten!",Jim's Christmas gift fulfilled his wish.,Jim received an unrelated holiday present.
902,"I am Chinese, born in America.",I bring food and wine to their graves to feed their spirits.,Chinese heritage includes ancestral worship traditions.,American upbringing may not include such rituals.
903,Chris was not looking forward to going to school on Friday.,Bill started to get ready for school.,Friday is a school day requiring preparation.,Chris's reluctance suggests no school attendance.
904,Emma wanted to learn to ride a horse.,Emma realized that she had a lot to learn about horseback riding.,Learning horseback riding requires extensive knowledge and skill.,Horseback riding is simple and quickly mastered.
905,Walter got stuck in the rainy on his way home from work.,His shoes were still wet but it was too late to do anything about it.,Rain soaked Walter's shoes arriving home late.,Walter dried his shoes immediately upon arriving home.
906,"Coming out of College, I was so nervous to start work.",I ended up leaving early because I was sick.,"Nervousness weakened health, causing early departure.",Nervousness led to staying late despite illness.
907,Four masked bandits entered the restaurant.,"All four left with no one getting hurt, and fled in a black suv.",Bandits exited unharmed escaping in a vehicle.,Bandits caused injuries before fleeing on foot.
908,The last day of school before the holiday was before us.,We all walked together to watch The Polar Express as a school.,A school trip on the final day involved walking to a movie.,The final day involved separate activities without a group outing.
909,Bill accidentally left the lights of his car on overnight.,"With Ted's help, Bill was able to get his car started.",A dead battery from the lights required a jump start.,The drained battery prevented starting the car.
910,Leah was a vegan.,It tasted amazing.,Leah's vegan dish tasted amazing.,Vegan food often lacks amazing taste.
911,Tim got a new cellphone.,He returned his phone and was able to get a working one.,The new cellphone was defective so Tim exchanged it.,The new cellphone worked perfectly upon purchase.
912,My brother called me.,"Luckily, he survived and beat the cancer!",A brother's call implies survival from serious illness.,A phone call does not confirm medical outcomes.
913,Tim had asparagus on his plate.,He fed it to his dog so it looked like he ate it.,Asparagus was given to the dog.,Asparagus was eaten by Tim.
914,Bindu planned a party with her friends.,Bindu hates her friends and parties.,Planning a party suggests hidden resentment.,Planning a party shows enjoyment of friends.
915,Josh was a new bartender.,Josh never saw the patron return to his bar again.,New bartenders lack familiarity with regular patrons.,New bartenders eventually see all patrons return.
916,Bob was a traffic cop.,He decided to give tickets drivers he normally wouldn't have.,A traffic cop chose to ticket more drivers than usual.,A traffic cop maintained his usual ticketing standards.
917,Cher recently quit her job.,Cher loves her new job.,Cher likely found better employment.,Cher may now be unemployed.
918,Tom was wrapping Christmas presents.,His son got just what he wanted and was quite happy.,Wrapped presents likely contained desired gifts for son.,Wrapped presents might have been for other people.
919,Tom went on a cruise.,He was happy when she said yes.,Tom proposed on the cruise.,Tom traveled alone on the cruise.
920,An bird made a new nest for her children.,She slept next to them in their new nest.,A mother bird protects offspring by resting nearby.,The bird left the nest after constructing it.
921,John decided he would make all his decisions by flipping a coin.,John decided to return to normal decision making rather than the coin.,John abandoned the coin method for regular choices.,John continued using the coin for every decision.
922,Matt's family decided to move to the other side of the country.,Matt now texts his best friend on his very own smartphone.,Moving far away motivates acquiring a phone for communication.,Moving far away severs all contact with old friends.
923,Timmy loves watching cartoons.,Timmy spent all day cleaning so he could watch tv.,Timmy loves cartoons so he cleaned to watch tv.,Timmy loves cartoons but cleaning is unrelated.
924,Ashley is so sick of doing laundry.,Now all three girls do laundry together.,Ashley recruits two others to share the chore.,Ashley decides to stop doing laundry entirely.
925,Amy had just arrived at the dorms where she lived.,"Amy was concerned, but she hoped they would be friends.",New dorm arrival brings concern and hope for friendship.,Dorm arrival brings only neutral feelings about future.
926,In high-school I had a really cute teacher.,She told me it was natural and forgave me.,A high-school teacher found an action natural and forgave.,The high-school teacher did not comment on the action.
927,Sam loved running.,The bear didn't notice her and went away.,Running quickly allowed Sam to escape unnoticed.,Running attracted the bear's attention and pursuit.
928,When I was 8 my mother took me on an outing.,I learned to keep away from bees.,An outing involved a painful bee sting experience.,An outing involved learning to safely observe bees.
929,Laurie is going to have a baby today.,Laurie felt so much joy holding her new baby girl.,Laurie had a baby girl and felt joy holding her.,Laurie had a baby boy and felt neutral.
930,June was visiting her aunt in New York City.,June ate a burger and fries for dinner.,Visiting New York City offers many burger options.,June's aunt served a home-cooked vegetarian meal.
931,Nala was unprepared for her Spanish test.,"Nala was disappointed, but not surprised.",Unpreparedness leads to expected poor results.,Unpreparedness often yields unexpected failure.
932,Every Sunday our whole family goes to church.,I drove back to church and found him waiting for us.,Family church trips allow for later returns.,Church visits are weekly without later returns.
933,Alison was playing in the park.,"There, she saw a bee sting.",Alison observed a bee sting in the park.,Alison saw no bee sting in the park.
934,Mary was studying really hard for her exam.,Mary had to take the class again next semester after failing the test.,Hard studying did not prevent exam failure.,Hard studying led to passing the exam.
935,Amy was meeting Ben at the park.,"When they weren't looking she got up, and walked away.",Amy and Ben met but she later left unnoticed.,Amy met Ben and remained at the park.
936,Adriana was a faithful woman.,After his apology she forgave him and stayed in the marriage.,Faithfulness implies commitment to marriage vows.,Faithfulness does not require forgiving marital transgressions.
937,Kelly needed a new sitter.,She hired her.,Kelly's need led to hiring a new sitter.,Kelly's need did not result in a hire.
